group,subject,isi,hits,false_alarms,n_signal,n_noise,hit_rate,fa_rate,d_prime
US,PRO24csv:b72a91jugg3,3,5,37,5,91,1.0,0.4065934065934066,2.5626647235014923
US,PRO24csv:b72a91jugg3,4,3,37,5,91,0.6,0.4065934065934066,0.48966395259645135
US,PRO24csv:b72a91jugg3,8,3,37,4,91,0.75,0.4065934065934066,0.9108065996567334
US,PRO24csv:b72a91jugg3,16,5,37,5,91,1.0,0.4065934065934066,2.5626647235014923
US,PRO24csv:b72a91jugg3,32,3,37,4,91,0.75,0.4065934065934066,0.9108065996567334
US,PRO24csv:b72a91jugg3,64,2,37,4,91,0.5,0.4065934065934066,0.23631684946065165
US,PRO24csv:bhznuk344bf,0,4,48,4,91,1.0,0.5274725274725275,2.257429942380874
US,PRO24csv:bhznuk344bf,1,4,48,4,91,1.0,0.5274725274725275,2.257429942380874
US,PRO24csv:bhznuk344bf,2,4,48,4,91,1.0,0.5274725274725275,2.257429942380874
US,PRO24csv:bhznuk344bf,3,6,48,6,91,1.0,0.5274725274725275,2.257429942380874
US,PRO24csv:bhznuk344bf,4,6,48,6,91,1.0,0.5274725274725275,2.257429942380874
US,PRO24csv:bhznuk344bf,8,4,48,4,91,1.0,0.5274725274725275,2.257429942380874
US,PRO24csv:bhznuk344bf,16,4,48,4,91,1.0,0.5274725274725275,2.257429942380874
US,PRO24csv:bhznuk344bf,32,4,48,4,91,1.0,0.5274725274725275,2.257429942380874
US,PRO24csv:bhznuk344bf,64,4,48,6,91,0.6666666666666666,0.5274725274725275,0.36180936763549065
US,PRO24csv:ccx0l84usoz,0,4,53,4,91,1.0,0.5824175824175825,2.1182657378858476
US,PRO24csv:ccx0l84usoz,1,4,53,4,91,1.0,0.5824175824175825,2.1182657378858476
US,PRO24csv:ccx0l84usoz,2,2,53,4,91,0.5,0.5824175824175825,-0.20808213615499335
US,PRO24csv:ccx0l84usoz,3,3,53,4,91,0.75,0.5824175824175825,0.4664076140410883
US,PRO24csv:ccx0l84usoz,4,4,53,4,91,1.0,0.5824175824175825,2.1182657378858476
US,PRO24csv:ccx0l84usoz,8,6,53,6,91,1.0,0.5824175824175825,2.1182657378858476
US,PRO24csv:ccx0l84usoz,16,5,53,6,91,0.8333333333333334,0.5824175824175825,0.7593394299467078
US,PRO24csv:ccx0l84usoz,32,5,53,5,91,1.0,0.5824175824175825,2.1182657378858476
US,PRO24csv:ccx0l84usoz,64,3,53,5,91,0.6,0.5824175824175825,0.04526496698080637
US,PRO24csv:cw4j9o5uown,0,5,44,5,89,1.0,0.4943820224719101,2.3404305208257714
US,PRO24csv:cw4j9o5uown,1,5,44,5,89,1.0,0.4943820224719101,2.3404305208257714
US,PRO24csv:cw4j9o5uown,2,4,44,4,89,1.0,0.4943820224719101,2.3404305208257714
US,PRO24csv:cw4j9o5uown,3,5,44,5,89,1.0,0.4943820224719101,2.3404305208257714
US,PRO24csv:cw4j9o5uown,4,5,44,6,89,0.8333333333333334,0.4943820224719101,0.9815042128866318
US,PRO24csv:cw4j9o5uown,8,5,44,5,89,1.0,0.4943820224719101,2.3404305208257714
US,PRO24csv:cw4j9o5uown,16,3,44,4,89,0.75,0.4943820224719101,0.6885723969810124
US,PRO24csv:cw4j9o5uown,32,3,44,4,89,0.75,0.4943820224719101,0.6885723969810124
US,PRO24csv:cw4j9o5uown,64,6,44,6,89,1.0,0.4943820224719101,2.3404305208257714
US,PRO24csv:d00g0egmxa3,0,5,29,5,89,1.0,0.3258426966292135,2.77776992534409
US,PRO24csv:d00g0egmxa3,1,6,29,6,89,1.0,0.3258426966292135,2.77776992534409
US,PRO24csv:d00g0egmxa3,2,5,29,6,89,0.8333333333333334,0.3258426966292135,1.4188436174049501
US,PRO24csv:d00g0egmxa3,3,4,29,5,89,0.8,0.3258426966292135,1.2930432848761635
US,PRO24csv:d00g0egmxa3,4,5,29,5,89,1.0,0.3258426966292135,2.77776992534409
US,PRO24csv:d00g0egmxa3,8,4,29,4,89,1.0,0.3258426966292135,2.77776992534409
US,PRO24csv:d00g0egmxa3,16,5,29,5,89,1.0,0.3258426966292135,2.77776992534409
US,PRO24csv:d00g0egmxa3,32,3,29,4,89,0.75,0.3258426966292135,1.1259118014993308
US,PRO24csv:d00g0egmxa3,64,4,29,4,89,1.0,0.3258426966292135,2.77776992534409
US,PRO24csv:d6gtputl0q4,0,4,42,4,89,1.0,0.47191011235955055,2.396817061109596
US,PRO24csv:d6gtputl0q4,1,4,42,5,89,0.8,0.47191011235955055,0.9120904206416696
US,PRO24csv:d6gtputl0q4,2,7,42,8,89,0.875,0.47191011235955055,1.2208185674447631
US,PRO24csv:d6gtputl0q4,3,4,42,4,89,1.0,0.47191011235955055,2.396817061109596
US,PRO24csv:d6gtputl0q4,4,3,42,4,89,0.75,0.47191011235955055,0.7449589372648371
US,PRO24csv:d6gtputl0q4,8,5,42,5,89,1.0,0.47191011235955055,2.396817061109596
US,PRO24csv:d6gtputl0q4,16,5,42,5,89,1.0,0.47191011235955055,2.396817061109596
